age,gender,height_cm,weight_kg,bmi,bmi_category,activity_level,goal,diet_preference,bmr,tdee,calorie_target,diet_plan,workout_plan,fitness_category,fat_pct,water_liters,workout_freq,session_hours,max_bpm,avg_bpm,calories_burned_session
53,Male,192.0,115.4,31.3,Obese,Active,Maintain Fitness,Vegetarian,2094.0,3612.2,3612.2,Balanced Maintenance Diet,Active Lifestyle Routine,Needs Improvement,28.3,2.2,4,1.36,193,161,1084.0
27,Male,197.0,71.2,18.35,Underweight,Light,Maintain Fitness,Vegetarian,1813.2,2493.2,2493.2,Balanced Maintenance Diet,Beginner Cardio + Walking,Moderately Fit,25.9,3.6,3,0.74,181,151,615.0
54,Female,160.0,78.1,30.51,Obese,Active,Maintain Fitness,Eggetarian,1350.0,2328.8,2328.8,Balanced Maintenance Diet,Active Lifestyle Routine,Needs Improvement,32.9,2.4,4,1.1,198,145,718.0
26,Female,165.0,54.2,19.91,Normal,Active,Improve Stamina,Vegan,1282.2,2211.8,2311.8,High Carb Performance Diet,Cardio Endurance Training,Needs Improvement,34.9,1.9,4,1.07,172,120,642.0
41,Female,176.0,77.6,25.05,Overweight,Active,Muscle Gain,Non-Vegetarian,1510.0,2604.8,2904.8,High Protein Non-Veg Diet,Progressive Strength Training,Needs Improvement,31.8,2.2,4,1.27,162,161,920.0
52,Female,162.0,44.1,16.8,Underweight,Light,Maintain Fitness,Non-Vegetarian,1032.5,1419.7,1419.7,Balanced Maintenance Diet,Beginner Cardio + Walking,Needs Improvement,34.8,1.6,3,1.41,179,121,768.0
52,Male,180.0,85.5,26.39,Overweight,Very Active,Muscle Gain,Vegetarian,1725.0,3277.5,3577.5,High Protein Veg Diet,Moderate Strength Training,Needs Improvement,10.1,3.5,5,1.7,190,136,1144.0
53,Female,176.0,47.8,15.43,Underweight,Active,Maintain Fitness,Vegetarian,1152.0,1987.2,1987.2,Balanced Maintenance Diet,Intermediate Cardio + HIIT,Needs Improvement,28.4,1.5,4,1.06,164,149,711.0
35,Male,194.0,102.5,27.23,Overweight,Sedentary,Weight Loss,Non-Vegetarian,2067.5,2481.0,2081.0,Low Calorie Balanced Diet,Beginner Cardio + Walking,Needs Improvement,21.1,2.4,2,0.84,183,158,730.0
56,Male,190.0,118.0,32.69,Obese,Sedentary,Weight Loss,Vegetarian,2092.5,2511.0,2111.0,Low Calorie Balanced Diet,Beginner Cardio + Walking,Needs Improvement,22.6,3.2,2,0.66,199,126,412.0
49,Male,184.0,82.3,24.31,Normal,Active,Muscle Gain,Non-Vegetarian,1733.0,2989.4,3289.4,High Protein Non-Veg Diet,Moderate Strength Training,Needs Improvement,28.4,3.4,4,1.29,192,146,932.0
41,Male,187.0,81.6,23.33,Normal,Very Active,Maintain Fitness,Vegetarian,1784.8,3391.1,3391.1,Balanced Maintenance Diet,Intermediate Cardio + HIIT,Fit,10.2,3.5,5,1.87,167,128,1185.0
40,Male,188.0,60.2,17.03,Underweight,Moderate,Improve Stamina,Eggetarian,1582.0,2452.1,2552.1,High Carb Performance Diet,Cardio Endurance Training,Moderately Fit,25.2,3.0,3,1.22,183,141,946.0
49,Female,154.0,49.2,20.75,Normal,Moderate,Maintain Fitness,Eggetarian,1048.5,1625.2,1625.2,Balanced Maintenance Diet,Intermediate Cardio + HIIT,Needs Improvement,30.7,2.1,3,1.28,179,153,881.0
54,Female,150.0,46.6,20.71,Normal,Sedentary,Muscle Gain,Non-Vegetarian,972.5,1167.0,1467.0,High Protein Non-Veg Diet,Beginner Fitness Routine,Needs Improvement,30.6,2.0,2,1.38,175,165,1025.0
29,Female,172.0,68.7,23.22,Normal,Active,Improve Stamina,Non-Vegetarian,1456.0,2511.6,2611.6,High Carb Performance Diet,Cardio Endurance Training,Needs Improvement,29.8,1.7,4,1.08,171,168,907.0
30,Female,155.0,60.6,25.22,Overweight,Moderate,Muscle Gain,Vegetarian,1263.8,1958.9,2258.9,High Protein Veg Diet,Progressive Strength Training,Needs Improvement,32.9,1.6,3,1.3,172,120,780.0
40,Male,161.0,52.1,20.1,Normal,Sedentary,Maintain Fitness,Vegan,1332.2,1598.6,1598.6,Balanced Maintenance Diet,Beginner Cardio + Walking,Needs Improvement,21.3,3.3,2,0.87,198,128,612.0
42,Female,177.0,46.6,14.87,Underweight,Sedentary,Improve Stamina,Non-Vegetarian,1201.2,1441.4,1541.4,High Carb Performance Diet,Beginner Fitness Routine,Needs Improvement,28.1,2.6,2,0.61,184,139,382.0
52,Male,174.0,65.5,21.63,Normal,Active,Muscle Gain,Vegetarian,1487.5,2565.9,2865.9,High Protein Veg Diet,Moderate Strength Training,Moderately Fit,26.2,2.8,4,1.48,191,138,1011.0
58,Female,157.0,44.2,17.93,Underweight,Light,Maintain Fitness,Eggetarian,972.2,1336.8,1336.8,Balanced Maintenance Diet,Beginner Cardio + Walking,Needs Improvement,31.9,2.3,3,1.08,183,155,753.0
47,Male,184.0,89.1,26.32,Overweight,Moderate,Maintain Fitness,Vegan,1811.0,2807.1,2807.1,Balanced Maintenance Diet,Active Lifestyle Routine,Needs Improvement,24.0,3.6,3,1.44,168,159,1133.0
34,Male,162.0,65.9,25.11,Overweight,Sedentary,Improve Stamina,Eggetarian,1506.5,1807.8,1907.8,High Carb Performance Diet,Beginner Fitness Routine,Needs Improvement,28.8,2.2,2,0.81,199,164,731.0
37,Female,157.0,55.6,22.56,Normal,Sedentary,Weight Loss,Non-Vegetarian,1191.2,1429.4,1200.0,Low Calorie Balanced Diet,Beginner Cardio + Walking,Needs Improvement,29.2,2.4,2,0.97,182,123,597.0
42,Male,198.0,63.7,16.25,Underweight,Sedentary,Improve Stamina,Non-Vegetarian,1669.5,2003.4,2103.4,High Carb Performance Diet,Beginner Fitness Routine,Needs Improvement,24.0,3.0,2,1.37,172,128,868.0
39,Male,182.0,86.2,26.02,Overweight,Very Active,Muscle Gain,Vegetarian,1809.5,3438.0,3738.0,High Protein Veg Diet,Progressive Strength Training,Needs Improvement,10.2,3.5,5,1.96,191,160,1725.0
30,Female,163.0,59.2,22.28,Normal,Active,Muscle Gain,Eggetarian,1299.8,2242.2,2542.2,High Protein Non-Veg Diet,Progressive Strength Training,Fit,17.8,2.7,4,1.85,174,141,1304.0
36,Male,188.0,85.4,24.16,Normal,Very Active,Maintain Fitness,Vegan,1854.0,3522.6,3522.6,Balanced Maintenance Diet,Active Lifestyle Routine,Fit,13.5,3.5,5,1.98,195,137,1492.0
53,Female,155.0,68.1,28.35,Overweight,Active,Weight Loss,Vegetarian,1223.8,2111.1,1711.1,Low Calorie Balanced Diet,Intermediate Cardio + HIIT,Needs Improvement,26.1,2.2,4,1.41,164,131,831.0
29,Female,162.0,60.0,22.86,Normal,Sedentary,Muscle Gain,Vegetarian,1306.5,1567.8,1867.8,High Protein Veg Diet,Beginner Fitness Routine,Needs Improvement,28.1,1.9,2,0.85,181,161,684.0
58,Female,169.0,74.8,26.19,Overweight,Active,Muscle Gain,Vegetarian,1353.2,2334.3,2634.3,High Protein Veg Diet,Moderate Strength Training,Needs Improvement,32.8,2.3,4,1.28,175,162,933.0
36,Male,165.0,90.3,33.17,Obese,Active,Improve Stamina,Vegan,1759.2,3034.6,3134.6,High Carb Performance Diet,Cardio Endurance Training,Needs Improvement,23.7,3.4,4,1.38,169,158,1199.0
29,Male,165.0,86.1,31.63,Obese,Active,Weight Loss,Eggetarian,1752.2,3022.5,2622.5,Low Calorie Balanced Diet,Intermediate Cardio + HIIT,Needs Improvement,11.2,3.5,4,1.66,183,128,1169.0
26,Male,166.0,73.7,26.75,Overweight,Sedentary,Improve Stamina,Vegetarian,1649.5,1979.4,2079.4,High Carb Performance Diet,Beginner Fitness Routine,Needs Improvement,26.7,2.2,2,0.93,177,125,639.0
24,Female,156.0,67.7,27.82,Overweight,Moderate,Weight Loss,Non-Vegetarian,1371.0,2125.1,1725.1,Low Calorie Balanced Diet,Intermediate Cardio + HIIT,Needs Improvement,27.0,2.1,3,1.42,177,138,980.0
45,Male,196.0,78.3,20.38,Normal,Light,Weight Loss,Vegetarian,1788.0,2458.5,2058.5,Low Calorie Balanced Diet,Beginner Cardio + Walking,Needs Improvement,29.0,2.2,3,1.29,166,167,1066.0
31,Female,165.0,48.2,17.7,Underweight,Sedentary,Weight Loss,Eggetarian,1197.2,1436.6,1200.0,Low Calorie Balanced Diet,Beginner Cardio + Walking,Needs Improvement,26.1,2.5,2,1.1,163,166,913.0
48,Female,151.0,56.8,24.91,Normal,Active,Maintain Fitness,Vegan,1110.8,1916.1,1916.1,Balanced Maintenance Diet,Intermediate Cardio + HIIT,Needs Improvement,32.1,2.1,4,1.37,185,126,777.0
36,Male,163.0,112.4,42.3,Obese,Active,Improve Stamina,Vegan,1967.8,3394.5,3494.5,High Carb Performance Diet,Cardio Endurance Training,Needs Improvement,25.0,3.4,4,1.02,164,135,757.0
33,Female,167.0,59.0,21.16,Normal,Light,Weight Loss,Non-Vegetarian,1307.8,1798.2,1398.2,Low Calorie Balanced Diet,Beginner Cardio + Walking,Needs Improvement,33.7,1.9,3,0.9,175,124,558.0
22,Male,188.0,98.4,27.84,Overweight,Sedentary,Weight Loss,Vegetarian,2054.0,2464.8,2064.8,Low Calorie Balanced Diet,Beginner Cardio + Walking,Needs Improvement,21.3,2.2,2,0.52,194,135,386.0
52,Male,160.0,66.5,25.98,Overweight,Active,Weight Loss,Vegetarian,1410.0,2432.2,2032.2,Low Calorie Balanced Diet,Intermediate Cardio + HIIT,Needs Improvement,26.8,2.1,4,1.34,185,120,796.0
29,Male,181.0,106.5,32.51,Obese,Active,Improve Stamina,Vegetarian,2056.2,3546.9,3646.9,High Carb Performance Diet,Cardio Endurance Training,Needs Improvement,25.7,2.5,4,1.29,177,156,1107.0
42,Male,193.0,88.4,23.73,Normal,Active,Maintain Fitness,Vegan,1885.2,3252.0,3252.0,Balanced Maintenance Diet,Active Lifestyle Routine,Fit,12.4,3.5,4,1.68,188,158,1314.0
38,Male,179.0,88.4,27.59,Overweight,Very Active,Maintain Fitness,Vegan,1817.8,3453.8,3453.8,Balanced Maintenance Diet,Active Lifestyle Routine,Needs Improvement,12.5,3.5,5,1.74,182,138,1321.0
53,Female,174.0,53.3,17.6,Underweight,Moderate,Muscle Gain,Eggetarian,1194.5,1851.5,2151.5,High Protein Non-Veg Diet,Moderate Strength Training,Needs Improvement,32.2,1.8,3,1.37,173,156,962.0
40,Female,156.0,58.1,23.87,Normal,Sedentary,Improve Stamina,Eggetarian,1195.0,1434.0,1534.0,High Carb Performance Diet,Beginner Fitness Routine,Needs Improvement,34.4,2.2,2,0.61,174,136,415.0
33,Female,176.0,74.2,23.95,Normal,Active,Muscle Gain,Non-Vegetarian,1516.0,2615.1,2915.1,High Protein Non-Veg Diet,Progressive Strength Training,Moderately Fit,25.9,1.5,4,1.15,192,145,834.0
56,Male,163.0,84.6,31.84,Obese,Active,Weight Loss,Non-Vegetarian,1589.8,2742.4,2342.4,Low Calorie Balanced Diet,Intermediate Cardio + HIIT,Needs Improvement,20.2,2.9,4,1.01,184,141,705.0
59,Male,192.0,78.0,21.16,Normal,Light,Weight Loss,Eggetarian,1690.0,2323.8,1923.8,Low Calorie Balanced Diet,Beginner Cardio + Walking,Needs Improvement,28.1,2.7,3,0.72,180,127,453.0
56,Male,168.0,89.0,31.53,Obese,Very Active,Maintain Fitness,Vegan,1665.0,3163.5,3163.5,Balanced Maintenance Diet,Active Lifestyle Routine,Needs Improvement,10.5,3.5,5,1.77,176,152,1332.0
31,Female,176.0,42.7,13.78,Underweight,Light,Muscle Gain,Vegetarian,1211.0,1665.1,1965.1,High Protein Veg Diet,Beginner Fitness Routine,Needs Improvement,34.9,2.2,3,1.46,182,121,883.0
48,Male,182.0,83.9,25.33,Overweight,Very Active,Weight Loss,Non-Vegetarian,1741.5,3308.8,2908.8,Low Calorie Balanced Diet,Intermediate Cardio + HIIT,Needs Improvement,13.1,3.5,5,1.9,176,149,1401.0
22,Female,152.0,78.7,34.06,Obese,Moderate,Weight Loss,Vegetarian,1466.0,2272.3,1872.3,Low Calorie Balanced Diet,Compound Strength Training,Needs Improvement,31.5,2.3,3,1.45,173,166,1204.0
52,Female,152.0,65.9,28.52,Overweight,Active,Improve Stamina,Eggetarian,1188.0,2049.3,2149.3,High Carb Performance Diet,Cardio Endurance Training,Needs Improvement,27.0,2.3,4,1.27,188,139,794.0
40,Male,192.0,76.9,20.86,Normal,Active,Maintain Fitness,Non-Vegetarian,1774.0,3060.2,3060.2,Balanced Maintenance Diet,Active Lifestyle Routine,Moderately Fit,22.4,3.7,4,1.13,179,137,851.0
46,Male,200.0,84.3,21.07,Normal,Very Active,Maintain Fitness,Vegetarian,1868.0,3549.2,3549.2,Balanced Maintenance Diet,Intermediate Cardio + HIIT,Fit,13.3,3.5,5,1.83,189,162,1467.0
28,Female,160.0,62.4,24.37,Normal,Moderate,Muscle Gain,Non-Vegetarian,1323.0,2050.7,2350.7,High Protein Non-Veg Diet,Progressive Strength Training,Needs Improvement,34.1,1.7,3,1.1,178,129,710.0
35,Male,174.0,63.7,21.04,Normal,Active,Maintain Fitness,Non-Vegetarian,1554.5,2681.5,2681.5,Balanced Maintenance Diet,Intermediate Cardio + HIIT,Needs Improvement,29.8,2.7,4,1.03,198,143,810.0
29,Female,152.0,54.9,23.76,Normal,Light,Muscle Gain,Vegetarian,1193.0,1640.4,1940.4,High Protein Veg Diet,Beginner Fitness Routine,Moderately Fit,27.0,2.0,3,1.48,172,123,910.0
26,Male,179.0,76.4,23.84,Normal,Moderate,Muscle Gain,Vegetarian,1757.8,2724.6,3024.6,High Protein Veg Diet,Progressive Strength Training,Moderately Fit,21.3,2.7,3,1.17,177,156,1004.0
27,Male,186.0,106.4,30.76,Obese,Sedentary,Weight Loss,Non-Vegetarian,2096.5,2515.8,2115.8,Low Calorie Balanced Diet,Beginner Cardio + Walking,Needs Improvement,20.6,3.1,2,1.34,182,123,907.0
34,Female,150.0,68.4,30.4,Obese,Active,Improve Stamina,Non-Vegetarian,1290.5,2226.1,2326.1,High Carb Performance Diet,Cardio Endurance Training,Needs Improvement,33.7,2.1,4,1.37,192,132,904.0
55,Male,186.0,63.5,18.35,Underweight,Active,Muscle Gain,Non-Vegetarian,1527.5,2634.9,2934.9,High Protein Non-Veg Diet,Moderate Strength Training,Moderately Fit,22.9,2.9,4,1.36,198,144,969.0
24,Female,150.0,59.4,26.4,Overweight,Moderate,Maintain Fitness,Non-Vegetarian,1250.5,1938.3,1938.3,Balanced Maintenance Diet,Active Lifestyle Routine,Needs Improvement,25.0,2.0,3,1.25,199,132,825.0
30,Male,191.0,113.4,31.08,Obese,Light,Weight Loss,Vegan,2182.8,3001.4,2601.4,Low Calorie Balanced Diet,Beginner Cardio + Walking,Needs Improvement,22.2,3.7,3,1.27,177,137,957.0
57,Female,152.0,61.9,26.79,Overweight,Light,Weight Loss,Non-Vegetarian,1123.0,1544.1,1200.0,Low Calorie Balanced Diet,Beginner Cardio + Walking,Needs Improvement,28.4,2.6,3,0.92,168,143,592.0
59,Female,168.0,70.7,25.05,Overweight,Moderate,Improve Stamina,Non-Vegetarian,1301.0,2016.5,2116.5,High Carb Performance Diet,Cardio Endurance Training,Needs Improvement,34.9,1.9,3,1.17,192,121,637.0
26,Male,190.0,111.5,30.89,Obese,Sedentary,Improve Stamina,Vegan,2177.5,2613.0,2713.0,High Carb Performance Diet,Beginner Fitness Routine,Needs Improvement,25.2,2.2,2,1.02,191,167,937.0
44,Female,166.0,72.1,26.16,Overweight,Sedentary,Muscle Gain,Vegetarian,1377.5,1653.0,1953.0,High Protein Veg Diet,Beginner Fitness Routine,Needs Improvement,27.0,2.5,2,1.4,176,152,958.0
19,Male,187.0,56.9,16.27,Underweight,Light,Weight Loss,Vegetarian,1647.8,2265.7,1865.7,Low Calorie Balanced Diet,Beginner Cardio + Walking,Moderately Fit,23.3,3.7,3,0.61,178,138,463.0
22,Male,190.0,86.2,23.88,Normal,Very Active,Muscle Gain,Vegetarian,1944.5,3694.5,3994.5,High Protein Veg Diet,Progressive Strength Training,Fit,11.7,3.5,5,1.91,186,128,1345.0
46,Male,168.0,59.4,21.05,Normal,Active,Muscle Gain,Non-Vegetarian,1419.0,2447.8,2747.8,High Protein Non-Veg Diet,Moderate Strength Training,Moderately Fit,20.2,2.5,4,1.16,165,147,844.0
54,Female,172.0,75.6,25.55,Overweight,Light,Weight Loss,Non-Vegetarian,1400.0,1925.0,1525.0,Low Calorie Balanced Diet,Beginner Cardio + Walking,Needs Improvement,26.4,1.9,3,0.97,194,154,672.0
55,Female,173.0,76.3,25.49,Overweight,Light,Improve Stamina,Non-Vegetarian,1408.2,1936.3,2036.3,High Carb Performance Diet,Beginner Fitness Routine,Needs Improvement,32.0,2.6,3,1.08,196,158,768.0
36,Male,186.0,95.8,27.69,Overweight,Light,Weight Loss,Vegetarian,1945.5,2675.1,2275.1,Low Calorie Balanced Diet,Beginner Cardio + Walking,Needs Improvement,21.2,3.2,3,1.37,193,129,972.0
25,Male,183.0,120.6,36.01,Obese,Moderate,Improve Stamina,Vegetarian,2229.8,3456.2,3556.2,High Carb Performance Diet,Cardio Endurance Training,Needs Improvement,22.3,2.5,3,1.04,179,120,686.0
18,Female,155.0,65.3,27.18,Overweight,Moderate,Maintain Fitness,Vegetarian,1370.8,2124.7,2124.7,Balanced Maintenance Diet,Active Lifestyle Routine,Needs Improvement,28.5,2.2,3,1.42,184,161,1143.0
39,Male,189.0,85.3,23.88,Normal,Sedentary,Muscle Gain,Vegetarian,1844.2,2213.0,2513.0,High Protein Veg Diet,Beginner Fitness Routine,Needs Improvement,27.6,3.6,2,0.77,163,140,593.0
34,Male,168.0,68.0,24.09,Normal,Sedentary,Weight Loss,Non-Vegetarian,1565.0,1878.0,1478.0,Low Calorie Balanced Diet,Beginner Cardio + Walking,Needs Improvement,25.8,3.4,2,0.67,169,128,472.0
24,Female,157.0,52.6,21.34,Normal,Sedentary,Maintain Fitness,Vegetarian,1226.2,1471.4,1471.4,Balanced Maintenance Diet,Beginner Cardio + Walking,Needs Improvement,31.9,2.4,2,1.29,169,166,1071.0
42,Male,177.0,63.3,20.2,Normal,Moderate,Maintain Fitness,Vegetarian,1534.2,2378.0,2378.0,Balanced Maintenance Diet,Intermediate Cardio + HIIT,Moderately Fit,25.7,3.3,3,1.32,183,134,876.0
21,Female,165.0,76.3,28.03,Overweight,Moderate,Weight Loss,Eggetarian,1528.2,2368.7,1968.7,Low Calorie Balanced Diet,Compound Strength Training,Needs Improvement,31.8,1.7,3,1.14,180,154,878.0
53,Male,163.0,61.0,22.96,Normal,Light,Weight Loss,Vegetarian,1368.8,1882.1,1482.1,Low Calorie Balanced Diet,Beginner Cardio + Walking,Moderately Fit,20.0,3.4,3,0.54,170,124,331.0
23,Female,161.0,67.8,26.16,Overweight,Sedentary,Weight Loss,Non-Vegetarian,1408.2,1689.8,1289.8,Low Calorie Balanced Diet,Beginner Cardio + Walking,Needs Improvement,34.3,1.8,2,1.34,186,160,1072.0
48,Male,186.0,114.9,33.21,Obese,Light,Weight Loss,Non-Vegetarian,2076.5,2855.2,2455.2,Low Calorie Balanced Diet,Beginner Cardio + Walking,Needs Improvement,21.1,3.6,3,1.36,175,141,949.0
36,Male,171.0,88.0,30.09,Obese,Very Active,Weight Loss,Vegetarian,1773.8,3370.2,2970.2,Low Calorie Balanced Diet,Intermediate Cardio + HIIT,Needs Improvement,12.0,3.5,5,1.87,185,160,1646.0
56,Female,158.0,67.7,27.12,Overweight,Sedentary,Weight Loss,Non-Vegetarian,1223.5,1468.2,1200.0,Low Calorie Balanced Diet,Beginner Fitness Routine,Needs Improvement,32.7,1.9,2,1.45,189,142,927.0
44,Male,185.0,124.8,36.46,Obese,Active,Weight Loss,Vegan,2189.2,3776.4,3376.4,Low Calorie Balanced Diet,Compound Strength Training,Needs Improvement,24.4,3.5,4,1.35,175,126,842.0
27,Female,158.0,53.0,21.23,Normal,Active,Improve Stamina,Eggetarian,1221.5,2107.1,2207.1,High Carb Performance Diet,Cardio Endurance Training,Needs Improvement,34.5,1.8,4,1.26,166,142,895.0
43,Male,188.0,61.2,17.32,Underweight,Light,Improve Stamina,Vegetarian,1577.0,2168.4,2268.4,High Carb Performance Diet,Beginner Fitness Routine,Moderately Fit,24.7,2.9,3,1.03,175,163,831.0
36,Female,168.0,48.7,17.25,Underweight,Light,Improve Stamina,Eggetarian,1196.0,1644.5,1744.5,High Carb Performance Diet,Beginner Fitness Routine,Needs Improvement,33.7,1.6,3,1.23,194,144,886.0
56,Female,170.0,50.6,17.51,Underweight,Sedentary,Muscle Gain,Non-Vegetarian,1127.5,1353.0,1653.0,High Protein Non-Veg Diet,Beginner Fitness Routine,Needs Improvement,33.1,2.3,2,1.29,175,146,848.0
20,Female,173.0,72.6,24.26,Normal,Moderate,Maintain Fitness,Vegetarian,1546.2,2396.6,2396.6,Balanced Maintenance Diet,Intermediate Cardio + HIIT,Needs Improvement,34.8,2.5,3,1.27,199,160,1016.0
30,Female,156.0,70.4,28.93,Overweight,Active,Maintain Fitness,Non-Vegetarian,1368.0,2359.8,2359.8,Balanced Maintenance Diet,Active Lifestyle Routine,Needs Improvement,34.3,2.4,4,1.03,171,125,644.0
45,Male,188.0,52.5,14.85,Underweight,Active,Muscle Gain,Eggetarian,1480.0,2553.0,2853.0,High Protein Non-Veg Diet,Progressive Strength Training,Needs Improvement,29.0,2.9,4,1.08,194,153,818.0
37,Male,177.0,76.3,24.35,Normal,Active,Maintain Fitness,Non-Vegetarian,1689.2,2913.9,2913.9,Balanced Maintenance Diet,Intermediate Cardio + HIIT,Moderately Fit,27.3,2.1,4,1.36,180,128,957.0
45,Female,158.0,41.2,16.5,Underweight,Sedentary,Maintain Fitness,Vegetarian,1013.5,1216.2,1216.2,Balanced Maintenance Diet,Beginner Cardio + Walking,Needs Improvement,28.7,2.6,2,1.47,195,168,1111.0
25,Female,176.0,55.3,17.85,Underweight,Active,Maintain Fitness,Non-Vegetarian,1367.0,2358.1,2358.1,Balanced Maintenance Diet,Active Lifestyle Routine,Moderately Fit,15.5,2.7,4,1.56,176,152,1186.0
58,Female,167.0,49.7,17.82,Underweight,Active,Muscle Gain,Vegetarian,1089.8,1879.9,2179.9,High Protein Veg Diet,Moderate Strength Training,Needs Improvement,31.9,2.3,4,1.38,191,125,776.0
56,Male,187.0,48.3,13.81,Underweight,Light,Maintain Fitness,Vegetarian,1376.8,1893.1,1893.1,Balanced Maintenance Diet,Beginner Cardio + Walking,Needs Improvement,29.8,3.3,3,0.68,165,156,525.0
18,Male,196.0,83.2,21.66,Normal,Active,Maintain Fitness,Vegetarian,1972.0,3401.7,3401.7,Balanced Maintenance Diet,Intermediate Cardio + HIIT,Fit,13.6,3.5,4,1.83,183,150,1510.0
20,Male,173.0,120.5,40.26,Obese,Moderate,Improve Stamina,Vegetarian,2191.2,3396.4,3496.4,High Carb Performance Diet,Cardio Endurance Training,Needs Improvement,29.3,3.4,3,1.01,186,153,850.0
30,Male,200.0,121.6,30.4,Obese,Active,Improve Stamina,Vegetarian,2321.0,4003.7,4000.0,High Carb Performance Diet,Cardio Endurance Training,Needs Improvement,28.0,3.3,4,1.24,179,160,1091.0
45,Female,175.0,73.0,23.84,Normal,Active,Maintain Fitness,Vegetarian,1437.8,2480.2,2480.2,Balanced Maintenance Diet,Active Lifestyle Routine,Moderately Fit,26.6,2.0,4,1.14,184,148,759.0
42,Female,167.0,57.5,20.62,Normal,Very Active,Improve Stamina,Non-Vegetarian,1247.8,2370.8,2470.8,High Carb Performance Diet,Cardio Endurance Training,Fit,16.2,2.7,5,1.76,161,133,1053.0
50,Female,153.0,42.7,18.24,Underweight,Active,Muscle Gain,Vegetarian,972.2,1677.0,1977.0,High Protein Veg Diet,Moderate Strength Training,Needs Improvement,28.4,2.4,4,1.41,168,155,983.0
55,Male,173.0,129.9,43.4,Obese,Light,Improve Stamina,Vegetarian,2110.2,2901.5,3001.5,High Carb Performance Diet,Beginner Fitness Routine,Needs Improvement,21.7,3.1,3,0.69,187,155,529.0
23,Male,192.0,108.6,29.46,Overweight,Sedentary,Improve Stamina,Vegan,2176.0,2611.2,2711.2,High Carb Performance Diet,Beginner Fitness Routine,Needs Improvement,25.8,3.5,2,0.89,197,134,656.0
49,Male,200.0,88.6,22.15,Normal,Active,Improve Stamina,Non-Vegetarian,1896.0,3270.6,3370.6,High Carb Performance Diet,Cardio Endurance Training,Fit,14.9,3.5,4,1.83,162,127,1150.0
38,Female,151.0,49.7,21.8,Normal,Light,Maintain Fitness,Non-Vegetarian,1089.8,1498.5,1498.5,Balanced Maintenance Diet,Beginner Cardio + Walking,Needs Improvement,32.6,2.5,3,1.25,179,145,906.0
33,Female,154.0,56.4,23.78,Normal,Light,Muscle Gain,Vegetarian,1200.5,1650.7,1950.7,High Protein Veg Diet,Beginner Fitness Routine,Needs Improvement,29.2,1.5,3,1.06,165,155,822.0
38,Male,174.0,46.9,15.49,Underweight,Active,Muscle Gain,Vegetarian,1371.5,2365.8,2665.8,High Protein Veg Diet,Progressive Strength Training,Moderately Fit,20.0,2.6,4,1.03,198,167,946.0
28,Female,167.0,71.3,25.57,Overweight,Active,Muscle Gain,Vegetarian,1455.8,2511.3,2811.3,High Protein Veg Diet,Progressive Strength Training,Needs Improvement,28.1,1.5,4,1.46,192,140,1022.0
54,Male,186.0,71.6,20.7,Normal,Moderate,Maintain Fitness,Vegetarian,1613.5,2500.9,2500.9,Balanced Maintenance Diet,Active Lifestyle Routine,Moderately Fit,25.3,2.2,3,1.14,160,147,830.0
53,Male,161.0,82.3,31.75,Obese,Very Active,Weight Loss,Vegetarian,1569.2,2981.5,2581.5,Low Calorie Balanced Diet,Moderate Strength Training,Needs Improvement,11.6,3.5,5,1.87,196,123,1139.0
52,Female,169.0,70.6,24.72,Normal,Light,Maintain Fitness,Vegetarian,1341.2,1844.2,1844.2,Balanced Maintenance Diet,Beginner Cardio + Walking,Moderately Fit,26.1,2.2,3,1.36,165,135,826.0
36,Male,162.0,109.8,41.84,Obese,Light,Weight Loss,Vegetarian,1935.5,2661.3,2261.3,Low Calorie Balanced Diet,Beginner Cardio + Walking,Needs Improvement,24.4,3.5,3,0.84,193,141,651.0
37,Female,169.0,73.5,25.73,Overweight,Sedentary,Weight Loss,Vegetarian,1445.2,1734.2,1334.2,Low Calorie Balanced Diet,Beginner Cardio + Walking,Needs Improvement,27.5,1.6,2,0.54,174,131,354.0
35,Male,185.0,85.6,25.01,Overweight,Very Active,Muscle Gain,Non-Vegetarian,1842.2,3500.2,3800.2,High Protein Non-Veg Diet,Progressive Strength Training,Needs Improvement,14.5,3.5,5,1.78,185,135,1322.0
58,Female,168.0,74.6,26.43,Overweight,Active,Maintain Fitness,Vegetarian,1345.0,2320.1,2320.1,Balanced Maintenance Diet,Active Lifestyle Routine,Needs Improvement,26.0,2.0,4,1.03,173,159,737.0
31,Female,180.0,63.2,19.51,Normal,Sedentary,Weight Loss,Vegetarian,1441.0,1729.2,1329.2,Low Calorie Balanced Diet,Beginner Cardio + Walking,Needs Improvement,25.5,2.6,2,0.59,166,157,463.0
32,Female,163.0,62.6,23.56,Normal,Very Active,Maintain Fitness,Non-Vegetarian,1323.8,2515.2,2515.2,Balanced Maintenance Diet,Intermediate Cardio + HIIT,Fit,15.0,2.7,5,1.67,190,161,1344.0
48,Male,176.0,87.1,28.12,Overweight,Very Active,Weight Loss,Non-Vegetarian,1736.0,3298.4,2898.4,Low Calorie Balanced Diet,Moderate Strength Training,Needs Improvement,11.6,3.5,5,1.81,183,156,1398.0
