age,gender,weight_kg,height_m,height_cm,bmi,bmi_category,max_bpm,avg_bpm,resting_bpm,session_duration_h,calories_burned,fat_pct,water_intake_l,workout_freq,workout_type,experience_level,bmr,tdee,inferred_goal,fitness_category,diet_plan,workout_plan
55,Female,79.7,1.66,166.0,28.92,Overweight,195,160,68,1.06,763.0,27.8,1.9,2,Cardio,1,1398.5,1922.9,Weight Loss,Needs Improvement,Low Calorie Balanced Diet,Beginner Cardio + Walking
57,Male,126.8,1.63,163.0,47.72,Obese,161,133,73,0.96,632.0,20.8,2.1,2,Yoga,1,2006.8,2759.3,Weight Loss,Needs Improvement,Balanced Maintenance Diet,Active Lifestyle Routine
37,Female,54.6,1.57,157.0,22.15,Normal,170,150,62,1.31,982.0,32.1,2.4,3,Strength,1,1181.2,1830.9,Muscle Gain,Needs Improvement,High Protein Veg Diet,Beginner Fitness Routine
52,Female,47.8,1.54,154.0,20.16,Normal,198,146,63,1.34,880.0,29.8,1.9,3,Cardio,2,1019.5,1580.2,Improve Stamina,Moderately Fit,High Carb Performance Diet,Cardio Endurance Training
42,Male,97.9,1.91,191.0,26.84,Overweight,193,136,73,1.01,680.0,29.0,2.8,3,Strength,2,1967.8,3050.1,Weight Loss,Needs Improvement,High Protein Non-Veg Diet,Progressive Strength Training
52,Female,63.1,1.54,154.0,26.61,Overweight,185,165,67,1.36,1010.0,34.8,1.8,3,Strength,2,1172.5,1817.4,Weight Loss,Needs Improvement,High Protein Veg Diet,Progressive Strength Training
42,Female,72.4,1.69,169.0,25.35,Overweight,177,148,61,1.07,713.0,29.0,2.3,3,Yoga,2,1409.2,2184.3,Weight Loss,Needs Improvement,Balanced Maintenance Diet,Active Lifestyle Routine
46,Female,58.9,1.7,170.0,20.38,Normal,180,155,53,1.52,1060.0,17.1,2.7,4,Strength,3,1260.5,2174.4,Muscle Gain,Fit,High Protein Veg Diet,Compound Strength Training
35,Female,50.4,1.6,160.0,19.69,Normal,195,156,59,1.03,803.0,29.1,1.9,4,Cardio,2,1168.0,2014.8,Improve Stamina,Moderately Fit,High Carb Performance Diet,Cardio Endurance Training
35,Female,64.2,1.59,159.0,25.39,Overweight,199,145,66,1.63,1182.0,16.6,2.7,5,Yoga,3,1299.8,2469.6,Weight Loss,Fit,Balanced Maintenance Diet,Active Lifestyle Routine
19,Female,58.8,1.77,177.0,18.77,Normal,181,136,53,1.4,952.0,32.8,2.7,2,HIIT,1,1438.2,1977.5,Maintain Fitness,Needs Improvement,High Protein Veg Diet,Intermediate Cardio + HIIT
52,Male,105.2,1.62,162.0,40.09,Obese,189,141,61,1.36,949.0,27.6,3.2,3,HIIT,1,1809.5,2804.7,Weight Loss,Needs Improvement,High Protein Non-Veg Diet,Intermediate Cardio + HIIT
33,Female,45.9,1.5,150.0,20.4,Normal,189,144,62,0.92,662.0,29.8,1.7,3,Yoga,1,1070.5,1659.3,Maintain Fitness,Needs Improvement,Balanced Maintenance Diet,Active Lifestyle Routine
58,Female,65.2,1.63,163.0,24.54,Normal,167,121,53,1.12,610.0,25.4,2.0,3,HIIT,2,1219.8,1890.7,Maintain Fitness,Moderately Fit,High Protein Veg Diet,Progressive Strength Training
53,Female,56.3,1.79,179.0,17.57,Underweight,193,141,59,1.52,964.0,16.5,2.7,5,Strength,3,1255.8,2386.0,Weight Gain,Fit,High Protein Veg Diet,Compound Strength Training
50,Male,90.0,1.7,170.0,31.14,Obese,168,124,74,0.81,497.0,22.9,2.7,2,Cardio,1,1717.5,2361.6,Weight Loss,Needs Improvement,Low Calorie Balanced Diet,Beginner Cardio + Walking
21,Female,60.0,1.7,170.0,20.76,Normal,179,123,52,1.97,1212.0,19.1,2.7,5,Strength,3,1396.5,2653.3,Muscle Gain,Fit,High Protein Veg Diet,Compound Strength Training
50,Male,51.5,1.71,171.0,17.61,Underweight,199,155,64,1.48,1136.0,20.9,2.9,2,Yoga,1,1338.8,1840.8,Weight Gain,Moderately Fit,Balanced Maintenance Diet,Active Lifestyle Routine
31,Female,63.1,1.64,164.0,23.46,Normal,184,125,51,1.54,962.0,19.0,2.7,4,Cardio,3,1340.0,2311.5,Improve Stamina,Fit,High Carb Performance Diet,Cardio Endurance Training
38,Male,91.5,1.77,177.0,29.21,Overweight,178,140,74,0.8,616.0,26.7,3.4,2,Yoga,1,1836.2,2524.8,Weight Loss,Needs Improvement,Balanced Maintenance Diet,Active Lifestyle Routine
37,Male,48.7,1.67,167.0,17.46,Underweight,164,132,74,1.39,1009.0,27.3,3.0,2,Yoga,1,1350.8,1857.3,Weight Gain,Moderately Fit,Balanced Maintenance Diet,Active Lifestyle Routine
25,Female,57.8,1.56,156.0,23.75,Normal,170,156,66,1.35,1053.0,29.3,1.6,3,Yoga,2,1267.0,1963.9,Maintain Fitness,Moderately Fit,Balanced Maintenance Diet,Active Lifestyle Routine
24,Female,42.0,1.75,175.0,13.71,Underweight,174,144,55,0.83,598.0,31.8,2.3,3,Strength,1,1232.8,1910.8,Weight Gain,Needs Improvement,High Protein Veg Diet,Beginner Fitness Routine
20,Male,128.4,1.92,192.0,34.83,Obese,167,145,57,0.63,502.0,26.1,2.0,2,Cardio,1,2389.0,3284.9,Weight Loss,Needs Improvement,Low Calorie Balanced Diet,Beginner Cardio + Walking
34,Female,74.2,1.57,157.0,30.1,Obese,178,158,52,1.47,1161.0,32.7,2.4,3,Cardio,1,1392.2,2157.9,Weight Loss,Needs Improvement,Low Calorie Balanced Diet,Beginner Cardio + Walking
50,Male,89.6,1.68,168.0,31.75,Obese,182,139,74,1.79,1232.0,12.2,3.5,5,Cardio,3,1701.0,3231.9,Weight Loss,Fit,Low Calorie Balanced Diet,Cardio Endurance Training
29,Male,125.9,2.0,200.0,31.48,Obese,186,152,67,1.36,1137.0,24.7,3.1,4,Strength,2,2369.0,4086.5,Weight Loss,Moderately Fit,High Protein Non-Veg Diet,Progressive Strength Training
39,Male,105.5,1.99,199.0,26.64,Overweight,199,133,71,0.81,593.0,26.4,2.5,2,HIIT,1,2108.8,2899.6,Weight Loss,Needs Improvement,High Protein Non-Veg Diet,Intermediate Cardio + HIIT
39,Male,93.4,1.7,170.0,32.32,Obese,191,155,50,1.1,938.0,21.1,2.5,4,Strength,2,1806.5,3116.2,Weight Loss,Moderately Fit,High Protein Non-Veg Diet,Progressive Strength Training
47,Male,82.1,1.84,184.0,24.25,Normal,185,136,65,1.37,922.0,24.4,3.4,4,Strength,2,1741.0,3003.2,Muscle Gain,Fit,High Protein Non-Veg Diet,Progressive Strength Training
55,Female,42.9,1.69,169.0,15.02,Underweight,186,140,56,0.9,567.0,34.7,2.4,2,Yoga,1,1049.2,1442.7,Weight Gain,Needs Improvement,Balanced Maintenance Diet,Active Lifestyle Routine
55,Male,128.4,1.68,168.0,45.49,Obese,178,165,52,1.13,923.0,20.4,2.6,4,Cardio,2,2064.0,3560.4,Weight Loss,Moderately Fit,Low Calorie Balanced Diet,Cardio Endurance Training
25,Male,112.4,1.96,196.0,29.26,Overweight,188,135,72,1.42,1054.0,23.2,2.5,2,Cardio,1,2229.0,3064.9,Weight Loss,Needs Improvement,Low Calorie Balanced Diet,Beginner Cardio + Walking
44,Female,77.7,1.79,179.0,24.25,Normal,198,165,53,1.41,1047.0,28.1,2.2,3,HIIT,1,1514.8,2347.9,Maintain Fitness,Needs Improvement,High Protein Veg Diet,Intermediate Cardio + HIIT
44,Male,89.3,1.99,199.0,22.55,Normal,192,135,58,1.4,936.0,26.3,2.0,4,HIIT,2,1921.8,3315.1,Maintain Fitness,Fit,High Protein Non-Veg Diet,Progressive Strength Training
51,Female,70.3,1.55,155.0,29.26,Overweight,178,139,54,1.4,876.0,26.1,1.6,3,Yoga,1,1255.8,1946.5,Weight Loss,Needs Improvement,Balanced Maintenance Diet,Active Lifestyle Routine
38,Female,59.1,1.72,172.0,19.98,Normal,196,148,68,1.07,792.0,31.3,1.7,3,Cardio,2,1315.0,2038.2,Improve Stamina,Moderately Fit,High Carb Performance Diet,Cardio Endurance Training
47,Female,49.9,1.69,169.0,17.47,Underweight,178,147,64,1.48,979.0,26.0,1.7,3,HIIT,2,1159.2,1796.8,Weight Gain,Moderately Fit,High Protein Veg Diet,Progressive Strength Training
50,Male,101.7,1.67,167.0,36.47,Obese,192,127,57,0.53,333.0,20.9,2.9,2,HIIT,1,1815.8,2496.7,Weight Loss,Needs Improvement,High Protein Non-Veg Diet,Intermediate Cardio + HIIT
45,Male,93.0,1.91,191.0,25.49,Overweight,175,143,55,1.03,729.0,27.3,3.7,3,Cardio,2,1903.8,2950.9,Weight Loss,Moderately Fit,Low Calorie Balanced Diet,Cardio Endurance Training
50,Male,87.4,1.6,160.0,34.14,Obese,182,122,67,0.77,465.0,23.2,3.1,2,Strength,1,1629.0,2239.9,Weight Loss,Needs Improvement,High Protein Non-Veg Diet,Beginner Fitness Routine
22,Female,55.1,1.61,161.0,21.26,Normal,166,144,68,1.62,1166.0,19.9,2.7,4,HIIT,3,1286.2,2218.7,Maintain Fitness,Fit,High Protein Veg Diet,Intermediate Cardio + HIIT
36,Male,123.7,1.69,169.0,43.31,Obese,185,138,73,1.3,987.0,20.4,2.1,4,Cardio,2,2118.2,3653.9,Weight Loss,Moderately Fit,Low Calorie Balanced Diet,Cardio Endurance Training
21,Female,61.3,1.57,157.0,24.87,Normal,191,152,64,1.94,1474.0,17.2,2.7,4,HIIT,3,1328.2,2291.1,Maintain Fitness,Fit,High Protein Veg Diet,Intermediate Cardio + HIIT
52,Male,72.3,1.94,194.0,19.21,Normal,171,121,56,1.46,874.0,21.1,2.9,3,Yoga,2,1680.5,2604.8,Maintain Fitness,Moderately Fit,Balanced Maintenance Diet,Active Lifestyle Routine
34,Female,69.2,1.53,153.0,29.56,Overweight,167,134,59,1.36,911.0,28.5,2.1,2,HIIT,1,1317.2,1811.2,Weight Loss,Needs Improvement,High Protein Veg Diet,Intermediate Cardio + HIIT
45,Male,81.4,1.61,161.0,31.4,Obese,164,141,55,1.14,796.0,30.0,2.2,4,Cardio,2,1600.2,2760.3,Weight Loss,Needs Improvement,Low Calorie Balanced Diet,Cardio Endurance Training
47,Male,84.8,1.86,186.0,24.51,Normal,187,129,63,1.85,1181.0,14.4,3.5,5,HIIT,3,1780.5,3382.9,Maintain Fitness,Fit,High Protein Non-Veg Diet,Intermediate Cardio + HIIT
46,Male,55.1,1.72,172.0,18.62,Normal,164,137,66,1.43,970.0,20.5,3.6,3,Yoga,2,1401.0,2171.6,Maintain Fitness,Moderately Fit,Balanced Maintenance Diet,Active Lifestyle Routine
23,Female,59.0,1.78,178.0,18.62,Normal,185,141,58,1.67,1177.0,17.8,2.7,5,Yoga,3,1426.5,2710.3,Maintain Fitness,Fit,Balanced Maintenance Diet,Active Lifestyle Routine
52,Female,64.9,1.51,151.0,28.46,Overweight,164,165,68,1.83,1359.0,18.2,2.7,4,HIIT,3,1171.8,2021.4,Weight Loss,Fit,High Protein Veg Diet,Intermediate Cardio + HIIT
58,Male,109.7,1.75,175.0,35.82,Obese,181,168,54,1.01,840.0,22.1,2.7,2,HIIT,1,1905.8,2620.5,Weight Loss,Needs Improvement,High Protein Non-Veg Diet,Intermediate Cardio + HIIT
54,Male,78.4,1.9,190.0,21.72,Normal,174,146,72,0.81,585.0,21.5,3.7,2,Yoga,1,1706.5,2346.4,Maintain Fitness,Moderately Fit,Balanced Maintenance Diet,Active Lifestyle Routine
41,Female,76.7,1.79,179.0,23.94,Normal,172,132,56,1.4,832.0,34.0,2.0,4,Yoga,2,1519.8,2621.7,Maintain Fitness,Moderately Fit,Balanced Maintenance Diet,Active Lifestyle Routine
46,Female,63.1,1.61,161.0,24.34,Normal,187,152,68,1.0,684.0,34.7,2.2,4,Strength,2,1246.2,2149.7,Muscle Gain,Moderately Fit,High Protein Veg Diet,Progressive Strength Training
48,Female,62.9,1.58,158.0,25.2,Overweight,192,124,69,1.98,1105.0,20.0,2.7,4,Strength,3,1215.5,2096.7,Weight Loss,Fit,High Protein Veg Diet,Compound Strength Training
52,Male,85.6,1.74,174.0,28.27,Overweight,182,145,56,1.84,1321.0,13.9,3.5,4,Yoga,3,1688.5,2912.7,Weight Loss,Fit,Balanced Maintenance Diet,Active Lifestyle Routine
50,Female,66.3,1.57,157.0,26.9,Overweight,192,132,73,1.25,742.0,31.6,1.6,2,HIIT,1,1233.2,1695.7,Weight Loss,Needs Improvement,High Protein Veg Diet,Intermediate Cardio + HIIT
38,Male,61.3,1.97,197.0,15.8,Underweight,177,146,51,1.37,1100.0,23.5,2.8,3,Cardio,1,1659.2,2571.8,Weight Gain,Moderately Fit,High Carb Performance Diet,Beginner Cardio + Walking
49,Female,44.1,1.65,165.0,16.2,Underweight,189,133,74,1.16,694.0,26.7,1.8,4,HIIT,2,1066.2,1839.2,Weight Gain,Fit,High Protein Veg Diet,Progressive Strength Training
40,Male,63.8,1.62,162.0,24.31,Normal,185,143,72,1.3,1022.0,20.8,3.4,2,HIIT,1,1455.5,2001.3,Maintain Fitness,Moderately Fit,High Protein Non-Veg Diet,Intermediate Cardio + HIIT
50,Female,55.4,1.55,155.0,23.06,Normal,175,122,65,1.85,1016.0,18.5,2.7,4,Strength,3,1111.8,1917.9,Muscle Gain,Fit,High Protein Veg Diet,Compound Strength Training
20,Female,74.7,1.58,158.0,29.92,Overweight,172,166,62,1.04,863.0,32.8,2.4,3,Strength,2,1473.5,2283.9,Weight Loss,Needs Improvement,High Protein Veg Diet,Progressive Strength Training
35,Female,78.0,1.67,167.0,27.97,Overweight,198,168,57,1.13,949.0,33.3,2.5,4,Strength,2,1487.8,2566.5,Weight Loss,Moderately Fit,High Protein Veg Diet,Progressive Strength Training
42,Female,57.5,1.67,167.0,20.62,Normal,192,149,55,1.14,764.0,34.1,2.4,2,Yoga,1,1247.8,1715.7,Maintain Fitness,Needs Improvement,Balanced Maintenance Diet,Active Lifestyle Routine
59,Female,60.7,1.73,173.0,20.28,Normal,185,154,55,1.03,714.0,33.8,2.5,3,Yoga,2,1232.2,1909.9,Maintain Fitness,Moderately Fit,Balanced Maintenance Diet,Active Lifestyle Routine
48,Male,69.0,1.74,174.0,22.79,Normal,160,167,58,1.48,1223.0,30.0,2.3,3,HIIT,2,1542.5,2390.9,Maintain Fitness,Moderately Fit,High Protein Non-Veg Diet,Progressive Strength Training
20,Female,75.8,1.78,178.0,23.92,Normal,197,133,53,1.42,944.0,27.4,2.0,4,HIIT,2,1609.5,2776.4,Maintain Fitness,Fit,High Protein Veg Diet,Progressive Strength Training
57,Female,75.7,1.63,163.0,28.49,Overweight,161,131,60,0.69,407.0,32.6,2.3,3,Cardio,1,1329.8,2061.2,Weight Loss,Needs Improvement,Low Calorie Balanced Diet,Beginner Cardio + Walking
41,Female,71.2,1.64,164.0,26.47,Overweight,165,147,54,1.42,939.0,30.9,2.3,3,HIIT,2,1371.0,2125.1,Weight Loss,Needs Improvement,High Protein Veg Diet,Progressive Strength Training
49,Male,85.0,1.68,168.0,30.12,Obese,197,163,74,1.82,1468.0,11.3,3.5,4,HIIT,3,1660.0,2863.5,Weight Loss,Fit,High Protein Non-Veg Diet,Intermediate Cardio + HIIT
39,Female,63.6,1.56,156.0,26.13,Overweight,183,148,66,1.22,903.0,34.8,2.4,2,Strength,1,1255.0,1725.6,Weight Loss,Needs Improvement,High Protein Veg Diet,Beginner Fitness Routine
40,Male,73.2,1.94,194.0,19.45,Normal,177,162,69,0.81,722.0,29.0,2.4,2,Strength,1,1749.5,2405.6,Muscle Gain,Needs Improvement,High Protein Non-Veg Diet,Beginner Fitness Routine
19,Female,48.3,1.52,152.0,20.91,Normal,186,136,56,0.96,653.0,26.3,1.6,2,Strength,1,1177.0,1618.4,Muscle Gain,Moderately Fit,High Protein Veg Diet,Beginner Fitness Routine
44,Female,42.8,1.78,178.0,13.51,Underweight,167,159,64,1.49,1066.0,25.3,2.6,3,Strength,2,1159.5,1797.2,Weight Gain,Moderately Fit,High Protein Veg Diet,Progressive Strength Training
59,Male,88.1,1.76,176.0,28.44,Overweight,187,168,74,1.35,1123.0,26.9,3.0,3,Strength,2,1691.0,2621.1,Weight Loss,Moderately Fit,High Protein Non-Veg Diet,Progressive Strength Training
19,Female,72.4,1.75,175.0,23.64,Normal,169,140,64,1.2,840.0,31.0,1.7,4,Cardio,2,1561.8,2694.1,Improve Stamina,Moderately Fit,High Carb Performance Diet,Cardio Endurance Training
43,Male,73.2,1.88,188.0,20.71,Normal,176,142,63,1.17,822.0,29.4,3.3,3,Cardio,1,1697.0,2630.3,Improve Stamina,Needs Improvement,High Carb Performance Diet,Beginner Cardio + Walking
34,Male,110.5,1.86,186.0,31.94,Obese,188,139,62,1.42,1086.0,22.3,3.6,2,Cardio,1,2102.5,2890.9,Weight Loss,Needs Improvement,Low Calorie Balanced Diet,Beginner Cardio + Walking
57,Female,46.1,1.76,176.0,14.88,Underweight,165,130,60,1.44,842.0,25.8,1.7,3,Strength,2,1115.0,1728.2,Weight Gain,Moderately Fit,High Protein Veg Diet,Progressive Strength Training
50,Male,90.8,1.71,171.0,31.05,Obese,173,153,62,1.07,810.0,22.6,3.4,4,Yoga,2,1731.8,2987.4,Weight Loss,Moderately Fit,Balanced Maintenance Diet,Active Lifestyle Routine
26,Female,59.3,1.51,151.0,26.01,Overweight,181,129,71,1.7,1096.0,15.1,2.7,5,Strength,3,1245.8,2367.0,Weight Loss,Fit,High Protein Veg Diet,Compound Strength Training
56,Female,45.1,1.73,173.0,15.07,Underweight,165,129,73,0.83,482.0,25.4,2.6,3,Strength,1,1091.2,1691.4,Weight Gain,Moderately Fit,High Protein Veg Diet,Beginner Fitness Routine
46,Male,45.0,1.77,177.0,14.36,Underweight,185,162,58,1.48,1187.0,29.1,3.6,3,Cardio,2,1331.2,2063.4,Weight Gain,Moderately Fit,High Carb Performance Diet,Cardio Endurance Training
59,Male,89.4,1.62,162.0,34.06,Obese,198,125,59,1.43,885.0,23.5,3.6,3,Strength,2,1616.5,2505.6,Weight Loss,Needs Improvement,High Protein Non-Veg Diet,Progressive Strength Training
43,Male,127.7,1.69,169.0,44.71,Obese,171,155,53,1.14,875.0,24.1,2.9,3,Cardio,2,2123.2,3291.0,Weight Loss,Needs Improvement,Low Calorie Balanced Diet,Cardio Endurance Training
52,Male,70.9,1.72,172.0,23.97,Normal,194,143,66,1.31,927.0,20.2,2.6,3,Strength,2,1529.0,2370.0,Muscle Gain,Moderately Fit,High Protein Non-Veg Diet,Progressive Strength Training
42,Female,49.2,1.5,150.0,21.87,Normal,173,131,63,1.15,678.0,27.7,1.5,3,HIIT,2,1058.5,1640.7,Maintain Fitness,Moderately Fit,High Protein Veg Diet,Progressive Strength Training
41,Female,62.3,1.79,179.0,19.44,Normal,181,162,73,1.99,1451.0,19.0,2.7,5,Yoga,3,1375.8,2614.0,Maintain Fitness,Fit,Balanced Maintenance Diet,Active Lifestyle Routine
30,Male,64.1,1.87,187.0,18.33,Underweight,182,142,67,0.64,500.0,26.2,2.1,2,Yoga,1,1664.8,2289.1,Weight Gain,Moderately Fit,Balanced Maintenance Diet,Active Lifestyle Routine
24,Female,69.7,1.75,175.0,22.76,Normal,166,146,60,1.41,1029.0,32.5,2.0,3,Cardio,1,1509.8,2340.2,Improve Stamina,Needs Improvement,High Carb Performance Diet,Beginner Cardio + Walking
53,Female,56.9,1.59,159.0,22.51,Normal,199,164,65,1.49,1100.0,29.5,2.0,3,HIIT,2,1136.8,1762.0,Maintain Fitness,Moderately Fit,High Protein Veg Diet,Progressive Strength Training
37,Female,53.0,1.71,171.0,18.13,Underweight,184,156,50,1.13,881.0,28.1,1.7,4,Yoga,2,1252.8,2161.1,Weight Gain,Moderately Fit,Balanced Maintenance Diet,Active Lifestyle Routine
18,Female,72.7,1.55,155.0,30.26,Obese,172,125,56,0.84,525.0,29.8,2.0,3,Cardio,1,1444.8,2239.4,Weight Loss,Needs Improvement,Low Calorie Balanced Diet,Beginner Cardio + Walking
25,Male,76.5,1.96,196.0,19.91,Normal,180,120,59,0.67,442.0,23.2,2.3,3,Strength,1,1870.0,2898.5,Muscle Gain,Moderately Fit,High Protein Non-Veg Diet,Beginner Fitness Routine
33,Male,113.6,1.99,199.0,28.69,Overweight,169,125,58,1.38,949.0,28.4,3.4,2,Strength,1,2219.8,3052.2,Weight Loss,Needs Improvement,High Protein Non-Veg Diet,Beginner Fitness Routine
31,Female,62.5,1.62,162.0,23.81,Normal,168,169,74,1.56,1318.0,16.5,2.7,4,HIIT,3,1321.5,2279.6,Maintain Fitness,Fit,High Protein Veg Diet,Intermediate Cardio + HIIT
29,Male,95.2,1.86,186.0,27.52,Overweight,174,141,52,0.64,496.0,26.6,2.5,2,Yoga,1,1974.5,2714.9,Weight Loss,Needs Improvement,Balanced Maintenance Diet,Active Lifestyle Routine
40,Male,51.7,1.82,182.0,15.61,Underweight,161,160,71,0.9,792.0,21.4,3.0,3,Strength,1,1459.5,2262.2,Weight Gain,Moderately Fit,High Protein Non-Veg Diet,Beginner Fitness Routine
32,Male,105.3,1.67,167.0,37.76,Obese,184,143,72,0.57,448.0,26.9,2.9,3,Cardio,1,1941.8,3009.8,Weight Loss,Needs Improvement,Low Calorie Balanced Diet,Beginner Cardio + Walking
45,Female,71.2,1.68,168.0,25.23,Overweight,172,144,63,1.37,888.0,34.1,1.6,3,Strength,1,1376.0,2132.8,Weight Loss,Needs Improvement,High Protein Veg Diet,Beginner Fitness Routine
51,Female,78.1,1.51,151.0,34.25,Obese,193,134,74,0.92,555.0,31.1,2.6,3,Strength,1,1308.8,2028.6,Weight Loss,Needs Improvement,High Protein Veg Diet,Beginner Fitness Routine
19,Female,50.6,1.68,168.0,17.93,Underweight,193,145,64,1.21,877.0,30.6,2.1,3,Yoga,2,1300.0,2015.0,Weight Gain,Moderately Fit,Balanced Maintenance Diet,Active Lifestyle Routine
49,Male,70.2,1.89,189.0,19.65,Normal,194,127,51,0.7,440.0,29.6,2.6,3,Yoga,1,1643.2,2547.0,Maintain Fitness,Needs Improvement,Balanced Maintenance Diet,Active Lifestyle Routine
40,Female,62.6,1.53,153.0,26.74,Overweight,197,143,73,1.93,1380.0,18.1,2.7,5,Cardio,3,1221.2,2320.3,Weight Loss,Fit,Low Calorie Balanced Diet,Cardio Endurance Training
39,Female,60.6,1.65,165.0,22.26,Normal,162,167,63,0.92,768.0,27.6,1.7,3,HIIT,1,1281.2,1985.9,Maintain Fitness,Moderately Fit,High Protein Veg Diet,Intermediate Cardio + HIIT
42,Male,76.4,1.97,197.0,19.69,Normal,165,157,65,1.14,886.0,22.9,2.6,3,HIIT,2,1790.2,2774.8,Maintain Fitness,Moderately Fit,High Protein Non-Veg Diet,Progressive Strength Training
39,Female,63.3,1.71,171.0,21.65,Normal,178,125,56,1.88,1175.0,18.5,2.7,4,Strength,3,1345.8,2321.5,Muscle Gain,Fit,High Protein Veg Diet,Compound Strength Training
39,Female,68.6,1.64,164.0,25.51,Overweight,162,154,53,1.33,1024.0,32.4,1.5,3,Cardio,2,1355.0,2100.2,Weight Loss,Needs Improvement,Low Calorie Balanced Diet,Cardio Endurance Training
59,Male,123.3,1.88,188.0,34.89,Obese,177,161,67,1.3,1036.0,23.0,2.6,4,HIIT,2,2118.0,3653.6,Weight Loss,Moderately Fit,High Protein Non-Veg Diet,Progressive Strength Training
23,Male,107.0,1.94,194.0,28.43,Overweight,198,120,73,1.35,891.0,23.5,2.9,2,HIIT,1,2172.5,2987.2,Weight Loss,Needs Improvement,High Protein Non-Veg Diet,Intermediate Cardio + HIIT
32,Male,68.3,1.92,192.0,18.53,Normal,168,165,54,1.42,1289.0,29.9,3.5,2,Strength,1,1728.0,2376.0,Muscle Gain,Needs Improvement,High Protein Non-Veg Diet,Beginner Fitness Routine
54,Female,47.8,1.6,160.0,18.67,Normal,171,155,55,1.19,830.0,26.0,2.3,4,Cardio,2,1047.0,1806.1,Improve Stamina,Fit,High Carb Performance Diet,Cardio Endurance Training
50,Female,58.4,1.79,179.0,18.23,Underweight,164,131,56,1.6,943.0,17.0,2.7,4,HIIT,3,1291.8,2228.4,Weight Gain,Fit,High Protein Veg Diet,Intermediate Cardio + HIIT
25,Female,74.3,1.71,171.0,25.41,Overweight,162,157,64,1.43,1123.0,25.6,1.6,3,Yoga,2,1525.8,2365.0,Weight Loss,Moderately Fit,Balanced Maintenance Diet,Active Lifestyle Routine
22,Male,106.8,1.82,182.0,32.24,Obese,170,130,50,1.0,715.0,28.2,2.3,4,Yoga,2,2100.5,3623.4,Weight Loss,Needs Improvement,Balanced Maintenance Diet,Active Lifestyle Routine
56,Male,125.5,1.8,180.0,38.73,Obese,189,131,73,1.26,817.0,20.9,2.7,4,Strength,2,2105.0,3631.1,Weight Loss,Moderately Fit,High Protein Non-Veg Diet,Progressive Strength Training
21,Female,55.2,1.55,155.0,22.98,Normal,163,161,53,1.37,1103.0,31.7,1.7,4,Strength,2,1254.8,2164.5,Muscle Gain,Moderately Fit,High Protein Veg Diet,Progressive Strength Training
23,Female,71.4,1.72,172.0,24.13,Normal,164,169,74,1.25,1056.0,25.6,1.5,2,Strength,1,1513.0,2080.4,Muscle Gain,Moderately Fit,High Protein Veg Diet,Beginner Fitness Routine
49,Male,77.7,1.61,161.0,29.98,Overweight,160,158,50,1.03,806.0,26.7,3.4,3,Strength,2,1543.2,2392.0,Weight Loss,Moderately Fit,High Protein Non-Veg Diet,Progressive Strength Training
47,Male,88.4,1.6,160.0,34.53,Obese,186,126,60,1.86,1160.0,14.2,3.5,5,HIIT,3,1654.0,3142.6,Weight Loss,Fit,High Protein Non-Veg Diet,Intermediate Cardio + HIIT
52,Male,104.8,1.99,199.0,26.46,Overweight,187,130,67,0.93,598.0,24.0,2.0,2,Cardio,1,2036.8,2800.6,Weight Loss,Needs Improvement,Low Calorie Balanced Diet,Beginner Cardio + Walking
57,Male,82.2,1.69,169.0,28.78,Overweight,188,155,63,1.15,882.0,25.2,3.4,4,Strength,2,1598.2,2756.9,Weight Loss,Moderately Fit,High Protein Non-Veg Diet,Progressive Strength Training
33,Female,68.2,1.75,175.0,22.27,Normal,177,150,71,0.85,638.0,29.0,1.7,2,Strength,1,1449.8,1993.5,Muscle Gain,Needs Improvement,High Protein Veg Diet,Beginner Fitness Routine
30,Male,91.4,1.99,199.0,23.08,Normal,171,152,60,1.37,1145.0,23.0,3.7,3,HIIT,2,2012.8,3119.8,Maintain Fitness,Moderately Fit,High Protein Non-Veg Diet,Progressive Strength Training
59,Female,42.1,1.65,165.0,15.46,Underweight,172,132,59,1.22,725.0,33.0,2.2,2,Strength,1,996.2,1369.8,Weight Gain,Needs Improvement,High Protein Veg Diet,Beginner Fitness Routine
47,Female,68.7,1.76,176.0,22.18,Normal,161,137,66,1.37,845.0,27.7,2.4,3,Strength,2,1391.0,2156.1,Muscle Gain,Moderately Fit,High Protein Veg Diet,Progressive Strength Training
36,Female,47.2,1.74,174.0,15.59,Underweight,196,160,53,1.5,1200.0,32.2,1.6,4,Cardio,2,1218.5,2101.9,Weight Gain,Moderately Fit,High Carb Performance Diet,Cardio Endurance Training
34,Male,92.0,1.76,176.0,29.7,Overweight,175,143,73,0.73,574.0,22.1,3.5,3,Yoga,1,1855.0,2875.2,Weight Loss,Needs Improvement,Balanced Maintenance Diet,Active Lifestyle Routine
36,Male,56.2,1.95,195.0,14.78,Underweight,183,128,64,1.09,767.0,22.5,3.4,4,Strength,2,1605.8,2770.0,Weight Gain,Fit,High Protein Non-Veg Diet,Progressive Strength Training
45,Male,58.4,1.72,172.0,19.74,Normal,194,150,65,1.31,973.0,23.4,3.1,4,HIIT,2,1439.0,2482.3,Maintain Fitness,Fit,High Protein Non-Veg Diet,Progressive Strength Training
